,period,minute,location,under_pressure,player_name,pattern_of_play,team,player_position,statsbomb_xg,technique,body_part,tipe,first_time,goal,location_x,location_y,distance,angle
1621,2,50,"[112.5, 37.1]",0.0,Valérie Gauvin,Regular Play,Everton LFC,Center Forward,0.2688879,Backheel,Left Foot,Open Play,0,0,112.5,37.1,8.04114419718985,0.8893839648696826
1622,2,54,"[91.8, 34.6]",0.0,Isobel Mary Christiansen,From Keeper,Everton LFC,Right Center Midfield,0.012980463,Normal,Left Foot,Open Play,1,0,91.8,34.6,28.71236667361296,0.2721458905311871
1623,2,58,"[99.8, 48.7]",0.0,Ingrid Moe Wold,From Throw In,Everton LFC,Right Back,0.050632887,Half Volley,Right Foot,Open Play,0,0,99.8,48.7,21.99386278033034,0.33265893374846467
1624,2,59,"[111.6, 39.2]",1.0,Grace Clinton,From Goal Kick,Everton LFC,Left Center Midfield,0.06988375,Normal,Head,Open Play,0,0,111.6,39.2,8.438009243891601,0.8831250707561665
1625,2,72,"[94.2, 45.4]",0.0,Danielle Turner,From Free Kick,Everton LFC,Left Back,0.07471489,Normal,Left Foot,Free Kick,0,0,94.2,45.4,26.359059163786554,0.2951828815647026
1626,2,78,"[112.8, 43.5]",1.0,Jill Scott,From Corner,Everton LFC,Center Defensive Midfield,0.114599995,Normal,Head,Open Play,0,0,112.8,43.5,8.005623023850175,0.875136627772195
1627,2,80,"[106.7, 31.8]",1.0,Claudia Walker,From Free Kick,Birmingham City WFC,Right Midfield,0.100286886,Normal,Head,Open Play,0,0,106.7,31.8,15.624659996300718,0.43640876418492625
1628,2,83,"[89.7, 27.0]",0.0,Ruesha Littlejohn,From Throw In,Birmingham City WFC,Center Midfield,0.013006637,Normal,Right Foot,Open Play,0,0,89.7,27.0,32.97104790570054,0.22256240950461656
1629,1,2,"[96.6, 49.8]",0.0,Jessica Fishlock,From Corner,Reading WFC,Right Defensive Midfield,0.036630694,Normal,Right Foot,Open Play,0,0,96.6,49.8,25.36927275268253,0.28987729421188985
1630,1,2,"[117.1, 36.2]",0.0,Angharad James,From Corner,Reading WFC,Left Defensive Midfield,0.6409309999999999,Normal,Head,Open Play,0,1,117.1,36.2,4.780167361086849,1.2836950779279563
1631,1,8,"[93.0, 35.8]",0.0,Emma Mitchell,From Corner,Reading WFC,Left Back,0.015264174,Normal,Right Foot,Open Play,0,0,93.0,35.8,27.32471408816568,0.2874439426393742
1632,1,12,"[100.2, 29.5]",0.0,Amalie Vevle Eikeland,Regular Play,Reading WFC,Right Midfield,0.051937632,Normal,Right Foot,Open Play,0,0,100.2,29.5,22.41182723474371,0.3148934271504361
1633,1,14,"[110.8, 37.8]",0.0,Bethan Roberts,From Corner,Reading WFC,Right Back,0.056560244,Normal,Head,Open Play,0,0,110.8,37.8,9.459386872308379,0.7862140457293315
1634,1,16,"[112.0, 33.9]",0.0,Jessica Fishlock,Regular Play,Reading WFC,Right Defensive Midfield,0.0959657999999999,Normal,Left Foot,Open Play,1,0,112.0,33.9,10.060318086422516,0.644195500994566
1635,1,18,"[99.8, 41.3]",0.0,Angharad James,From Throw In,Reading WFC,Left Defensive Midfield,0.086756945,Normal,Right Foot,Open Play,1,0,99.8,41.3,20.24178845853301,0.38946832928905983
1636,1,29,"[103.1, 37.9]",0.0,Natasha Harding,From Corner,Reading WFC,Right Center Forward,0.03599411,Normal,Right Foot,Open Play,0,0,103.1,37.9,17.029973576021785,0.4583493739337129
1637,1,36,"[90.8, 40.7]",0.0,Emily Syme,From Throw In,Aston Villa,Left Center Midfield,0.015196526,Normal,Left Foot,Open Play,0,0,90.8,40.7,29.208389205842902,0.2721263027963081
1638,1,36,"[110.5, 49.8]",0.0,Stine Larsen,From Throw In,Aston Villa,Center Forward,0.14277057,Normal,Right Foot,Open Play,0,0,110.5,49.8,13.648809471891678,0.4197706555474
1639,1,41,"[114.4, 36.3]",0.0,Amalie Vevle Eikeland,Regular Play,Reading WFC,Right Midfield,0.28649586,Normal,Head,Open Play,0,0,114.4,36.3,6.71192967781993,0.9955203088387791
1640,1,43,"[91.5, 50.4]",0.0,Bethan Roberts,From Throw In,Reading WFC,Right Back,0.018899862,Normal,Right Foot,Open Play,0,0,91.5,50.4,30.3382596732245,0.2469523242456359
1641,1,46,"[93.5, 47.1]",0.0,Angharad James,Other,Reading WFC,Left Defensive Midfield,0.030121783,Normal,Right Foot,Open Play,1,0,93.5,47.1,27.4346496241523,0.28021342252270054
1642,1,47,"[109.7, 23.6]",0.0,Natasha Harding,Regular Play,Reading WFC,Right Center Forward,0.037044007,Normal,Right Foot,Open Play,0,0,109.7,23.6,19.36620768245554,0.22558823184113383
1643,1,47,"[103.9, 46.3]",0.0,Rachel Rowe,Regular Play,Reading WFC,Left Midfield,0.070861064,Half Volley,Left Foot,Open Play,1,0,103.9,46.3,17.28872464931985,0.42723986292173316
1644,2,46,"[95.3, 41.9]",0.0,Angharad James,From Throw In,Reading WFC,Left Defensive Midfield,0.027568722,Normal,Right Foot,Open Play,1,0,95.3,41.9,24.77296913977007,0.31928911364507995
1645,2,47,"[116.9, 47.4]",0.0,Rachel Rowe,Regular Play,Reading WFC,Left Midfield,0.09419343,Volley,Right Foot,Open Play,0,0,116.9,47.4,8.023091673413681,0.4737673885930255
1646,2,54,"[113.8, 41.3]",0.0,Mana Iwabuchi,From Free Kick,Aston Villa,Right Wing,0.59935886,Normal,Left Foot,Open Play,1,1,113.8,41.3,6.334824385884744,1.1180134487921347
1647,2,56,"[113.2, 50.7]",0.0,Rachel Rowe,From Throw In,Reading WFC,Right Midfield,0.09236394,Normal,Right Foot,Open Play,0,1,113.2,50.7,12.677933585565118,0.35953521926470244
1648,2,58,"[107.6, 28.0]",0.0,Danielle Carter,Regular Play,Reading WFC,Left Center Forward,0.05159518,Normal,Right Foot,Open Play,1,0,107.6,28.0,17.255723688098396,0.33852011557333267
1649,2,60,"[109.2, 31.8]",0.0,Danielle Carter,From Counter,Reading WFC,Left Center Forward,0.27144468,Normal,Right Foot,Open Play,1,0,109.2,31.8,13.560235986147141,0.47530143045957474
1650,2,60,"[108.6, 31.5]",0.0,Amalie Vevle Eikeland,From Counter,Reading WFC,Left Midfield,0.28422913,Normal,Left Foot,Open Play,1,0,108.6,31.5,14.220056258679152,0.4554298568877117
1651,2,64,"[103.4, 47.0]",0.0,Stine Larsen,From Free Kick,Aston Villa,Center Forward,0.040995333,Normal,Left Foot,Open Play,0,0,103.4,47.0,18.01554883982167,0.40642404062863857
1652,2,64,"[93.4, 43.9]",0.0,Emily Syme,From Free Kick,Aston Villa,Left Center Midfield,0.015479546,Normal,Left Foot,Open Play,0,0,93.4,43.9,26.884382083283963,0.29245470489265124
1653,2,69,"[101.6, 31.0]",0.0,Emma Follis,Regular Play,Aston Villa,Left Wing,0.03996374,Normal,Right Foot,Open Play,0,0,101.6,31.0,20.48316381812146,0.3497574868477076
1654,2,69,"[92.0, 30.3]",0.0,Marisa Ewers,Regular Play,Aston Villa,Center Defensive Midfield,0.012968201,Normal,Left Foot,Open Play,1,0,92.0,30.3,29.632583417582747,0.25421224487899774
1655,2,90,"[115.1, 36.8]",0.0,Diana Micaela Abreu de Sousa e Silva,From Throw In,Aston Villa,Right Back,0.34840503,Normal,Right Foot,Open Play,1,1,115.1,36.8,5.852349955359819,1.1350773050481537
1656,2,91,"[96.8, 54.7]",0.0,Danielle Carter,From Kick Off,Reading WFC,Left Center Forward,0.015697977,Normal,Right Foot,Open Play,0,0,96.8,54.7,27.465068723744352,0.24627528671686588
1657,2,91,"[111.3, 52.3]",0.0,Amalie Vevle Eikeland,From Kick Off,Reading WFC,Left Midfield,0.042330235,Normal,Right Foot,Open Play,0,0,111.3,52.3,15.065855435387663,0.31864753819381686
1658,2,91,"[97.2, 32.2]",0.0,Jessica Fishlock,From Corner,Reading WFC,Right Defensive Midfield,0.03952433,Normal,Right Foot,Open Play,1,0,97.2,32.2,24.09730275362784,0.3124353114923355
1659,2,92,"[104.4, 33.5]",1.0,Shania Hayles,From Goal Kick,Aston Villa,Left Wing,0.28332508,Normal,Left Foot,Open Play,0,0,104.4,33.5,16.899999999999995,0.43352209125068525
1660,2,93,"[109.9, 54.6]",0.0,Amalie Vevle Eikeland,Regular Play,Reading WFC,Left Midfield,0.029528549,Normal,Right Foot,Open Play,1,0,109.9,54.6,17.7530279107537,0.2637869156183128
1661,2,93,"[104.3, 35.9]",0.0,Molly Bartrip,From Corner,Reading WFC,Left Center Back,0.052984513,Normal,Right Foot,Open Play,1,0,104.3,35.9,16.226521500309303,0.4699358202161947
1662,1,4,"[109.6, 31.6]",0.0,Lauren Bruton,From Free Kick,Reading WFC,Left Center Forward,0.08557239,Volley,Right Foot,Open Play,1,1,109.6,31.6,13.368619973654726,0.47265284716586586
1663,1,14,"[109.9, 47.2]",1.0,Vivianne Miedema,Regular Play,Arsenal WFC,Center Forward,0.112305366,Normal,Right Foot,Open Play,0,0,109.9,47.2,12.40362850137007,0.5301692286761283
1664,1,15,"[95.4, 36.4]",0.0,Jill Roord,From Free Kick,Arsenal WFC,Right Attacking Midfield,0.036841378,Normal,Right Foot,Open Play,0,0,95.4,36.4,24.86201922612079,0.31589986534918796
1665,1,19,"[105.6, 23.2]",0.0,Emma Mitchell,Regular Play,Reading WFC,Left Back,0.04275987,Normal,Left Foot,Open Play,0,0,105.6,23.2,22.126906697502932,0.23860932250820108
1666,1,38,"[109.7, 43.5]",0.0,Vivianne Miedema,Regular Play,Arsenal WFC,Center Forward,0.060906414,Normal,Right Foot,Open Play,1,0,109.7,43.5,10.878419002777928,0.6778789326367808
1667,1,39,"[110.5, 42.4]",0.0,Jill Roord,Regular Play,Arsenal WFC,Right Attacking Midfield,0.06569838,Normal,Head,Open Play,0,0,110.5,42.4,9.798469268207151,0.7597003411054031
1668,1,39,"[118.1, 36.0]",0.0,Vivianne Miedema,Regular Play,Arsenal WFC,Center Forward,0.6228772,Normal,Left Foot,Open Play,1,1,118.1,36.0,4.428317965096908,1.3376165261480792
1669,2,49,"[109.3, 35.9]",0.0,Vivianne Miedema,From Corner,Arsenal WFC,Center Forward,0.07225962,Normal,Head,Open Play,0,0,109.3,35.9,11.458621208504978,0.6386264955930153
1670,2,53,"[104.4, 32.4]",0.0,Natasha Harding,From Counter,Reading WFC,Right Center Forward,0.21290638,Normal,Right Foot,Open Play,0,0,104.4,32.4,17.352809570787084,0.41258705763228704
1671,2,60,"[90.7, 33.5]",0.0,Emma Mitchell,From Corner,Arsenal WFC,Left Back,0.01963783,Normal,Left Foot,Open Play,0,0,90.7,33.5,30.01233079918985,0.2589864817755712
1672,2,67,"[113.9, 39.9]",0.0,Vivianne Miedema,From Throw In,Arsenal WFC,Center Forward,0.3445142,Volley,Right Foot,Open Play,0,0,113.9,39.9,6.1008196170678515,1.1606240289628629
1673,2,68,"[103.5, 50.3]",0.0,Bethany Mead,From Counter,Arsenal WFC,Right Wing,0.13097867,Half Volley,Right Foot,Open Play,0,0,103.5,50.3,19.45096398639409,0.3493558843477449
1674,2,69,"[114.2, 36.1]",0.0,Jill Roord,From Free Kick,Arsenal WFC,Left Center Midfield,0.3885918,Volley,Right Foot,Open Play,1,0,114.2,36.1,6.989277502002618,0.9547386166900966
1675,2,71,"[111.2, 35.5]",1.0,Vivianne Miedema,From Corner,Arsenal WFC,Center Forward,0.1664159,Volley,Right Foot,Open Play,1,0,111.2,35.5,9.883825170448937,0.7113017030172016
1676,2,71,"[106.1, 35.6]",0.0,Jill Roord,From Corner,Arsenal WFC,Left Center Midfield,0.1362367,Half Volley,Right Foot,Open Play,1,0,106.1,35.6,14.579780519610031,0.514818349483063
1677,2,76,"[106.1, 52.0]",0.0,Natasha Harding,From Free Kick,Reading WFC,Right Center Forward,0.04794624,Normal,Right Foot,Open Play,1,0,106.1,52.0,18.363278574372284,0.33327744817985544
1678,2,86,"[108.5, 35.9]",1.0,Jill Roord,Regular Play,Arsenal WFC,Left Center Midfield,0.3324303999999999,Normal,Left Foot,Open Play,0,0,108.5,35.9,12.209013064126028,0.6049425790574666
1679,1,5,"[109.4, 35.0]",0.0,Amalie Vevle Eikeland,From Goal Kick,Reading WFC,Left Midfield,0.4533869,Normal,Right Foot,Open Play,0,0,109.4,35.0,11.720068259186885,0.6098848844635913
1680,1,12,"[103.1, 30.2]",0.0,Angharad James,From Throw In,Reading WFC,Left Center Midfield,0.032354347,Normal,Right Foot,Open Play,1,0,103.1,30.2,19.535864454894238,0.3541622004338633
1681,1,22,"[100.1, 36.8]",0.0,Amalie Vevle Eikeland,From Throw In,Reading WFC,Right Midfield,0.03738021,Normal,Right Foot,Open Play,0,0,100.1,36.8,20.15564437074638,0.38733551774663955
1682,1,25,"[117.7, 44.2]",0.0,Amalie Vevle Eikeland,From Free Kick,Reading WFC,Right Midfield,0.2758886,Volley,Right Foot,Open Play,1,0,117.7,44.2,4.788527957525153,1.2105970010286662
1683,1,25,"[117.3, 43.4]",1.0,Natasha Harding,From Free Kick,Reading WFC,Left Center Forward,0.31081054,Normal,Head,Open Play,0,0,117.3,43.4,4.341658669218482,1.4396096708117405
1684,1,31,"[104.1, 36.1]",1.0,Isobel Mary Christiansen,From Corner,Everton LFC,Left Center Midfield,0.016013542,Normal,Head,Open Play,0,0,104.1,36.1,16.371316379570708,0.4674179478931363
1685,1,31,"[109.9, 38.4]",1.0,Valérie Gauvin,From Corner,Everton LFC,Center Forward,0.046363562,Normal,Head,Open Play,0,0,109.9,38.4,10.225947388873067,0.7395544132340817
1686,1,32,"[103.7, 52.1]",0.0,Isobel Mary Christiansen,Regular Play,Everton LFC,Left Center Midfield,0.08370154,Normal,Right Foot,Open Play,0,0,103.7,52.1,20.30024630392449,0.3180347908046872
1687,1,34,"[114.6, 45.8]",0.0,Rachel Rowe,From Throw In,Reading WFC,Left Midfield,0.6729166,Volley,Right Foot,Open Play,1,1,114.6,45.8,7.924645102463582,0.7454194762741585
1688,1,36,"[111.8, 46.6]",0.0,Natasha Harding,Regular Play,Reading WFC,Left Center Forward,0.18009561,Normal,Right Foot,Open Play,1,0,111.8,46.6,10.526157893552616,0.6053252209927362
1689,1,36,"[100.2, 20.6]",0.0,Claire Emslie,Regular Play,Everton LFC,Left Wing,0.017226608,Normal,Right Foot,Open Play,0,0,100.2,20.6,27.720028860013834,0.20749622643520252
1690,1,40,"[94.1, 58.6]",0.0,Emma Mitchell,Regular Play,Reading WFC,Right Back,0.015577147,Normal,Left Foot,Open Play,0,0,94.1,58.6,31.886831137634235,0.20415609050530645
1691,1,45,"[94.6, 46.9]",0.0,Isobel Mary Christiansen,Regular Play,Everton LFC,Left Center Midfield,0.03241227,Normal,Right Foot,Open Play,0,0,94.6,46.9,26.320524310887127,0.29168587557399156
1692,2,60,"[95.2, 35.6]",0.0,Abbey-Leigh Stringer,Regular Play,Everton LFC,Center Defensive Midfield,0.03619651,Normal,Right Foot,Open Play,1,0,95.2,35.6,25.18729838628986,0.31045380084698243
1693,2,60,"[100.4, 45.1]",0.0,Isobel Mary Christiansen,Regular Play,Everton LFC,Left Center Midfield,0.11111455,Normal,Right Foot,Open Play,1,0,100.4,45.1,20.252654147049462,0.3786065785706415
1694,2,72,"[100.8, 50.9]",0.0,Hayley Emma Raso,From Throw In,Everton LFC,Right Wing,0.038093116,Normal,Left Foot,Open Play,1,0,100.8,50.9,22.07826985975124,0.3149583504209588
1695,2,76,"[112.7, 32.3]",0.0,Nicoline Sørensen,Regular Play,Everton LFC,Left Wing,0.06308729,Normal,Head,Open Play,0,1,112.7,32.3,10.61037228376083,0.5438536153227382
1696,2,77,"[112.2, 41.0]",1.0,Lucy Graham,Regular Play,Everton LFC,Center Defensive Midfield,0.16769314,Normal,Head,Open Play,0,0,112.2,41.0,7.863841300534997,0.9372142975179297
1697,2,83,"[101.0, 31.3]",0.0,Simone Magill,From Free Kick,Everton LFC,Center Forward,0.063067466,Volley,Right Foot,Open Play,1,0,101.0,31.3,20.897128989409048,0.34671584172993686
1698,2,85,"[106.0, 46.8]",1.0,Hayley Emma Raso,Regular Play,Everton LFC,Right Wing,0.15872766,Normal,Left Foot,Open Play,0,0,106.0,46.8,15.564061166674975,0.45967937586177327
1699,2,87,"[99.2, 54.0]",0.0,Rachel Rowe,From Throw In,Reading WFC,Right Midfield,0.028066097,Normal,Left Foot,Open Play,0,0,99.2,54.0,25.072694310743707,0.26521312293483124
1700,2,89,"[109.3, 37.1]",0.0,Lucy Graham,Regular Play,Everton LFC,Center Defensive Midfield,0.094424665,Half Volley,Left Foot,Open Play,0,0,109.3,37.1,11.086027241532472,0.6751970945468013
1701,2,93,"[113.6, 38.1]",0.0,Deanna Cooper,From Free Kick,Reading WFC,Right Center Back,0.38519648,Volley,Left Foot,Open Play,1,0,113.6,38.1,6.676076692189812,1.0618258789252215
1702,2,94,"[97.8, 22.6]",0.0,Rachel Rowe,From Counter,Reading WFC,Right Midfield,0.016895726,Normal,Right Foot,Open Play,0,0,97.8,22.6,28.206382256503584,0.2239866015398946
1703,1,3,"[95.1, 47.3]",0.0,Samantha June Mewis,From Corner,Manchester City WFC,Right Center Midfield,0.06599206,Half Volley,Right Foot,Open Play,1,0,95.1,47.3,25.94802497301096,0.2942598998463713
1704,1,11,"[108.9, 42.1]",0.0,Caroline Weir,From Throw In,Manchester City WFC,Left Center Midfield,0.22977693,Normal,Right Foot,Open Play,1,1,108.9,42.1,11.296902230257633,0.6720255213272849
1705,1,25,"[110.7, 45.5]",1.0,Ellen White,Regular Play,Manchester City WFC,Center Forward,0.04889554,Normal,Head,Open Play,0,0,110.7,45.5,10.804628637764463,0.6361229368147706
1706,1,27,"[97.6, 42.3]",0.0,Samantha June Mewis,Regular Play,Manchester City WFC,Right Center Midfield,0.049682483,Normal,Right Foot,Open Play,0,0,97.6,42.3,22.517770760001984,0.34991510239253254
1707,1,29,"[109.4, 38.5]",0.0,Ellen White,Regular Play,Manchester City WFC,Center Forward,0.3259764,Normal,Right Foot,Open Play,1,1,109.4,38.5,10.705606008068852,0.7102441912710439
1708,1,32,"[110.1, 33.7]",1.0,Ellen White,Regular Play,Manchester City WFC,Center Forward,0.022558773,Normal,Head,Open Play,0,0,110.1,33.7,11.73456432936477,0.5769237827257884
1709,1,38,"[102.0, 22.7]",0.0,Lauren Hemp,From Free Kick,Manchester City WFC,Left Wing,0.15208684,Half Volley,Left Foot,Open Play,1,0,102.0,22.7,24.96577657514382,0.2328191169417449
1710,1,44,"[102.3, 40.5]",0.0,Samantha June Mewis,Regular Play,Manchester City WFC,Right Center Midfield,0.110958144,Normal,Right Foot,Open Play,1,0,102.3,40.5,17.707060738586744,0.44418435602367357
1711,1,44,"[103.6, 33.3]",0.0,Esme Beth Morgan,Regular Play,Manchester City WFC,Left Back,0.0792508,Normal,Right Foot,Open Play,1,0,103.6,33.3,17.7158121462156,0.4149174736426444
1712,1,46,"[105.3, 44.9]",0.0,Molly Pike,From Free Kick,Bristol City WFC,Left Center Midfield,0.11842661,Normal,Right Foot,Open Play,0,0,105.3,44.9,15.495160534825061,0.48326333238370595
1713,1,46,"[100.6, 42.6]",0.0,Ellen Jones,From Free Kick,Bristol City WFC,Left Midfield,0.075980835,Normal,Right Foot,Open Play,0,0,100.6,42.6,19.57345140745495,0.399963380888251
1714,2,47,"[99.3, 49.6]",1.0,Georgia Stanway,Regular Play,Manchester City WFC,Right Back,0.03433528,Normal,Right Foot,Open Play,0,0,99.3,49.6,22.817756243767704,0.3170767174525303
1715,2,55,"[97.6, 27.7]",0.0,Yana Daniels,From Free Kick,Bristol City WFC,Left Midfield,0.047777604,Normal,Right Foot,Free Kick,0,0,97.6,27.7,25.55484298523472,0.27421063607853713
1716,2,57,"[97.7, 30.3]",0.0,Alex Greenwood,From Free Kick,Manchester City WFC,Left Center Back,0.07694397,Normal,Left Foot,Free Kick,0,0,97.7,30.3,24.31830586204557,0.3006567257215815
1717,2,58,"[88.9, 45.4]",0.0,Georgia Stanway,From Free Kick,Manchester City WFC,Right Back,0.010935759,Volley,Right Foot,Open Play,1,0,88.9,45.4,31.565329081129498,0.24853476427289503
1718,2,58,"[99.7, 36.8]",1.0,Caroline Weir,From Corner,Manchester City WFC,Left Center Midfield,0.040126927,Normal,Left Foot,Open Play,0,0,99.7,36.8,20.550669088864232,0.38022629479245923
1719,2,61,"[94.1, 35.9]",0.0,Aimee Palmer,From Corner,Bristol City WFC,Right Center Midfield,0.013760259,Half Volley,Right Foot,Open Play,1,0,94.1,35.9,26.22250941462316,0.2992437122297785
1720,2,61,"[101.0, 23.4]",0.0,Abigail Harrison,From Goal Kick,Manchester City WFC,Center Forward,0.03261064,Normal,Right Foot,Open Play,1,0,101.0,23.4,25.230140705116966,0.2402107206374899
1721,2,65,"[106.7, 38.4]",0.0,Samantha June Mewis,From Counter,Manchester City WFC,Right Center Midfield,0.40177688,Normal,Right Foot,Open Play,0,0,106.7,38.4,13.395894893585869,0.5770523194946305
1722,2,69,"[109.7, 42.3]",0.0,Lauren Hemp,Regular Play,Manchester City WFC,Left Wing,0.07443501,Normal,Head,Open Play,0,0,109.7,42.3,10.553672346628918,0.7125158967643896
1723,2,77,"[114.1, 37.0]",0.0,Ellen White,From Throw In,Manchester City WFC,Center Forward,0.38684228,Half Volley,Right Foot,Open Play,1,0,114.1,37.0,6.61891229734917,1.0383596266164674
1724,2,78,"[109.7, 40.3]",0.0,Caroline Weir,From Throw In,Manchester City WFC,Left Center Midfield,0.21409105,Normal,Left Foot,Open Play,0,0,109.7,40.3,10.304368005850721,0.7403481222475314
1725,2,78,"[111.3, 48.5]",0.0,Georgia Stanway,From Corner,Manchester City WFC,Right Back,0.44525898,Normal,Right Foot,Open Play,1,0,111.3,48.5,12.163058825805294,0.4854145916206713
1726,2,79,"[92.3, 29.9]",0.0,Caroline Weir,From Corner,Manchester City WFC,Left Center Midfield,0.02177475,Normal,Right Foot,Open Play,0,0,92.3,29.9,29.483893908369705,0.2540848271761678
1727,2,80,"[106.5, 31.7]",1.0,Lauren Hemp,Regular Play,Manchester City WFC,Left Wing,0.2609404999999999,Normal,Left Foot,Open Play,0,0,106.5,31.7,15.847397262642216,0.4305615341260487
1728,2,84,"[111.9, 48.4]",0.0,Rosemary Kathleen Lavelle,From Free Kick,Manchester City WFC,Center Forward,0.09104703,Normal,Right Foot,Open Play,0,0,111.9,48.4,11.66919020326603,0.49454162383183803
1729,2,88,"[109.1, 32.8]",0.0,Janine Elizabeth Beckie,From Throw In,Manchester City WFC,Right Wing,0.38765165,Normal,Right Foot,Open Play,0,0,109.1,32.8,13.063307391315577,0.5134173195462085
1730,2,88,"[109.3, 43.1]",0.0,Samantha June Mewis,From Throw In,Manchester City WFC,Right Center Midfield,0.045740668,Normal,Head,Open Play,0,1,109.3,43.1,11.1400179533069,0.6697574066313524
1731,2,91,"[91.7, 53.9]",1.0,Charlie Wellings,From Counter,Bristol City WFC,Center Forward,0.04403079,Normal,Right Foot,Open Play,0,0,91.7,53.9,31.529351404683222,0.2274632997833444
1732,2,91,"[105.3, 34.5]",0.0,Charlie Wellings,Regular Play,Bristol City WFC,Center Forward,0.034512702,Normal,Head,Open Play,0,0,105.3,34.5,15.695222202950811,0.4720516443857548
1733,1,1,"[108.6, 57.0]",0.0,Chloe Kelly,Regular Play,Manchester City WFC,Right Wing,0.03066381,Normal,Right Foot,Open Play,0,0,108.6,57.0,20.46851240320117,0.2225754221271608
1734,1,9,"[116.3, 40.7]",1.0,Samantha June Mewis,From Throw In,Manchester City WFC,Right Center Midfield,0.23562479,Normal,Head,Open Play,0,0,116.3,40.7,3.765634076752549,1.6322055035467689
1735,1,11,"[112.6, 37.4]",0.0,Samantha May Kerr,From Free Kick,Chelsea FCW,Center Forward,0.14529034,Normal,Head,Open Play,0,0,112.6,37.4,7.843468620451037,0.9152966509100942
1736,1,14,"[111.5, 36.5]",0.0,Melanie Leupolz,From Corner,Chelsea FCW,Right Defensive Midfield,0.09391095,Normal,Head,Open Play,0,0,111.5,36.5,9.192388155425117,0.7817351761172139
1737,1,14,"[114.2, 38.4]",0.0,Samantha May Kerr,From Corner,Chelsea FCW,Center Forward,0.18453442,Normal,Head,Open Play,0,0,114.2,38.4,6.016643582596527,1.1601962475555618
1738,1,17,"[99.9, 40.5]",0.0,So-Yun Ji,Regular Play,Chelsea FCW,Left Defensive Midfield,0.056775417,Normal,Left Foot,Open Play,0,0,99.9,40.5,20.10621794371084,0.3926494896216495
1739,1,24,"[112.0, 53.6]",0.0,Samantha May Kerr,From Throw In,Chelsea FCW,Center Forward,0.04454695,Half Volley,Right Foot,Open Play,0,0,112.0,53.6,15.778466338652818,0.2681107830698269
1740,1,25,"[114.1, 45.1]",1.0,Samantha May Kerr,From Corner,Chelsea FCW,Center Forward,0.056946162,Normal,Head,Open Play,0,1,114.1,45.1,7.798717843338101,0.8112563411599185
1741,1,26,"[97.0, 45.5]",0.0,So-Yun Ji,Regular Play,Chelsea FCW,Left Defensive Midfield,0.05239043,Normal,Right Foot,Open Play,1,0,97.0,45.5,23.648467180770936,0.3265747761030385
1742,1,27,"[102.7, 37.7]",0.0,Samantha May Kerr,Regular Play,Chelsea FCW,Center Forward,0.07916761,Normal,Right Foot,Open Play,1,0,102.7,37.7,17.45222048909536,0.4471864653163474
1743,1,28,"[113.9, 40.5]",1.0,Chloe Kelly,From Goal Kick,Manchester City WFC,Right Wing,0.53217274,Half Volley,Left Foot,Open Play,1,1,113.9,40.5,6.120457499239737,1.1564954876727673
1744,1,33,"[108.2, 40.1]",0.0,Pernille Mosegaard Harder,Other,Chelsea FCW,Center Attacking Midfield,0.76,Normal,Right Foot,Penalty,0,1,108.2,40.1,11.800423721205943,0.6536141368568567
1745,1,38,"[112.0, 44.0]",1.0,Ellen White,From Free Kick,Manchester City WFC,Center Forward,0.069505654,Normal,Head,Open Play,0,0,112.0,44.0,8.94427190999916,0.7853981633974481
1746,1,38,"[112.8, 47.8]",1.0,Lucy Bronze,From Free Kick,Manchester City WFC,Right Back,0.05288556,Half Volley,Right Foot,Open Play,1,0,112.8,47.8,10.61508360777248,0.5373107019955927
1747,1,41,"[94.0, 42.6]",0.0,So-Yun Ji,Regular Play,Chelsea FCW,Left Defensive Midfield,0.02686918,Normal,Right Foot,Open Play,1,0,94.0,42.6,26.129676614914313,0.3023894874162588
1748,2,49,"[96.1, 47.7]",1.0,Chloe Kelly,Regular Play,Manchester City WFC,Right Wing,0.039086636,Normal,Left Foot,Open Play,1,0,96.1,47.7,25.109759058979446,0.3016520176833056
1749,2,57,"[103.7, 27.0]",0.0,Caroline Weir,From Throw In,Manchester City WFC,Left Center Midfield,0.036631323,Normal,Left Foot,Open Play,1,0,103.7,27.0,20.84922060893404,0.3019258206975632
1750,2,60,"[91.6, 29.1]",0.0,Erin Cuthbert,From Throw In,Chelsea FCW,Left Wing,0.01214427,Normal,Right Foot,Open Play,0,0,91.6,29.1,30.41989480586677,0.244831173555705
1751,2,64,"[103.9, 33.2]",0.0,Samantha May Kerr,From Throw In,Chelsea FCW,Center Forward,0.027319144,Normal,Right Foot,Open Play,1,0,103.9,33.2,17.47712791050062,0.41867301154575526
1752,2,69,"[112.6, 46.2]",1.0,Niamh Charles,From Corner,Chelsea FCW,Center Attacking Midfield,0.032354653,Normal,Head,Open Play,0,0,112.6,46.2,9.654014708917742,0.6541914910008354
1753,2,73,"[110.2, 38.6]",1.0,Lauren Hemp,From Free Kick,Manchester City WFC,Left Wing,0.15327333,Normal,Right Foot,Open Play,1,1,110.2,38.6,9.899494936611662,0.7629580405247813
1754,2,78,"[115.1, 44.6]",1.0,Lauren Hemp,From Corner,Manchester City WFC,Left Wing,0.085358724,Normal,Head,Open Play,0,0,115.1,44.6,6.720863039818627,0.9310609077045876
